	userId	Top 10 recommendations
511	757	106,246,16,307,74,94,82,83,1968,1200
512	8	1101,1246,82,83,370,610,1210,5952,1286,3
513	449	1961,154,471,307,1041,171,318,665,41,802
514	161	41,1968,1246,112,83,82,1200,364,337,106
515	555	1035,1653,83,82,150,364,1619,1246,1097,1265
516	687	1619,83,82,364,2959,356,802,2571,1270,5952
517	987	750,82,83,5952,471,307,1200,1619,608,364
518	981	82,83,307,364,750,1968,372,1438,1291,41
519	922	307,83,82,750,471,1438,1200,1619,364,1968
520	23	1101,1035,82,83,364,370,610,1210,750,5952
521	39	1619,2571,802,1193,5952,914,318,471,1213,83
522	679	154,307,665,296,778,471,1017,608,750,371
523	719	154,665,307,296,371,778,471,1017,1968,608
524	380	1619,83,82,2959,356,6535,1270,364,802,2571
525	520	292,314,924,665,154,74,32,337,41,1041
526	791	364,1028,2333,2070,82,83,2028,1968,199,236
527	672	82,83,1246,1968,175,1200,364,106,750,246
528	176	34,82,83,1968,307,41,106,246,364,1246
529	736	750,608,307,1200,1438,154,83,82,364,471
530	49	82,83,123,185,153,364,610,165,589,1246
531	629	1500,1320,1246,74,1968,82,83,6535,471,337
532	162	236,364,2028,171,1246,83,82,1028,41,858
533	514	83,82,307,750,588,364,665,610,106,154
534	7	58,307,82,83,364,85,750,223,610,58559
535	637	1246,1968,82,83,364,750,18,74,1200,610
536	877	82,83,1653,1035,150,364,750,5952,223,1246
537	549	608,750,1968,1200,5952,364,83,82,899,912
538	130	83,82,364,1619,5952,1968,141,2571,610,786
539	244	1041,41,74,337,1246,1438,750,1968,372,471
540	624	2028,16,608,171,1,106,364,246,1968,199
541	446	41,74,364,1246,1968,83,82,171,750,1041
542	238	154,307,471,665,802,296,318,914,1438,1704
543	648	750,1200,1438,307,1968,83,82,1246,41,372
544	958	2028,364,199,608,1,750,1028,899,83,82
545	720	261,2692,1619,527,337,2571,912,802,2959,471
546	1000	82,83,1200,750,307,1438,1968,1246,106,364
547	453	82,83,171,364,750,41,924,1968,1200,141
548	84	1041,41,750,1438,608,307,199,1136,1200,372
549	136	83,82,364,74,58559,223,750,908,610,337
550	856	364,2028,83,82,750,899,307,608,41,1619
551	691	74,788,1208,22,82,83,912,230,750,1041
552	314	83,82,364,1438,1246,141,924,750,372,2333
553	664	82,83,364,750,1246,141,1968,610,1200,307
554	824	154,307,665,296,50,778,371,471,1017,953
555	247	83,82,750,1200,307,1968,1438,364,1246,471
556	627	171,364,83,82,41,750,223,1968,199,337
557	728	750,665,924,307,82,83,41,608,1200,154
558	565	32,314,29,1041,665,924,154,26,253,41
559	87	83,82,364,5952,750,1200,1619,1035,1246,1968
560	649	74,82,83,364,1246,1968,924,41,750,337
561	171	83,82,364,1246,750,1968,223,1200,588,141
562	273	307,471,154,82,83,665,802,1619,2571,1438
563	343	154,665,29,307,32,314,50,296,778,371
564	443	171,101,7,364,82,83,41,1041,337,2070
565	434	154,307,50,47,953,149,1438,1060,665,471
566	585	5349,2340,3793,83,82,1968,1200,5952,750,307
567	956	364,2028,82,83,750,223,41,141,171,307
568	439	2028,236,1028,364,1,199,1968,171,223,41
569	51	82,83,123,110,1704,1968,1619,1200,5952,750
570	331	364,750,83,82,74,41,1200,1968,337,223
571	194	531,1208,924,83,82,74,1968,1438,1246,1200
572	794	1246,1200,1968,750,41,1438,1136,337,6,47
573	994	2,1020,1438,22,788,1257,372,83,82,1291
574	465	345,337,588,272,262,1208,83,82,446,1689
575	277	82,83,5952,1619,2571,58559,802,541,3949,750
576	957	82,83,364,1968,1246,1200,750,1619,5952,141
577	428	83,82,364,2333,2070,750,968,1246,899,223
578	391	83,82,750,364,1968,307,1200,471,141,1246
579	821	364,608,750,83,82,2028,899,1200,1968,223
580	532	83,82,364,1246,1968,750,74,610,141,223
581	706	345,337,588,82,83,262,6,924,750,272
582	438	10,180,161,83,82,588,1246,223,1968,610
583	166	83,82,364,1619,141,786,5952,1968,2571,750
584	467	83,82,364,750,1968,307,1200,1246,372,610
585	448	1208,924,616,1093,74,83,82,524,337,1689
586	928	307,1704,471,802,1438,1619,82,83,858,293
587	69	18,1968,74,1246,665,82,83,307,750,1200
588	129	2571,83,82,5952,1619,802,471,58559,6535,307
589	400	171,364,83,82,101,337,370,610,223,750
590	543	1619,802,2571,83,82,1704,178,5952,471,6535
591	97	955,215,608,1200,750,1968,41,364,307,48
592	661	154,665,307,750,924,778,296,1968,608,41
593	533	231,1702,1091,1041,41,307,924,1265,83,82
594	693	83,82,750,307,1200,1968,1246,364,1438,223
595	524	1031,1013,839,58559,82,83,6535,337,364,1619
596	312	750,364,608,83,82,899,1200,1968,5952,41
597	234	83,82,1035,364,1653,150,1968,750,1200,1246
598	264	178,1060,1619,83,82,58559,1246,5952,2571,802
599	239	74,41,83,82,1246,364,1968,1041,337,924
600	389	105,364,82,83,908,1396,198,106,610,246
601	869	1081,83,82,1200,106,1968,337,610,1246,246
602	63	4700,4447,3988,83,82,364,2959,1619,6535,337
603	635	1619,356,2959,5952,912,262,83,82,2571,1721
604	885	733,1210,5952,1286,260,3949,2571,608,955,899
605	982	1968,372,364,307,1079,11,39,1653,471,608
606	403	82,83,1619,364,750,307,471,5952,2571,1438
607	395	83,82,364,1968,750,1619,141,5952,1200,1246
608	779	665,1968,750,154,1200,41,588,307,471,82
609	907	82,83,364,1968,141,750,899,1619,5952,1200
610	459	364,1653,83,82,750,223,150,1246,337,11
611	509	1210,1286,260,608,5952,955,910,3949,750,733
612	10	307,750,471,50,83,82,1438,1200,608,665
613	361	1619,83,82,356,364,2959,2571,802,1270,1704
614	102	83,82,364,750,1968,1200,1619,307,141,5952
615	814	82,83,1968,364,1200,750,1246,80489,610,5952
616	77	364,82,83,750,608,899,1246,5952,2333,2070
617	848	236,1,2028,1246,13,262,1240,1028,1968,592
618	589	1961,154,471,307,2028,608,665,318,199,802
619	658	750,364,82,83,41,307,665,924,1968,372
620	50	750,364,1968,83,82,608,471,337,307,1200
621	750	1619,82,83,802,2571,471,307,364,5952,1704
622	771	1101,82,83,364,610,1035,370,750,372,3
623	951	215,82,83,1968,1200,924,1438,750,1619,214
624	518	83,82,34,1246,364,74,41,1968,262,858
625	293	154,307,665,471,296,608,802,750,1200,83
626	404	924,750,665,82,83,32,41,307,610,154
627	267	1200,307,1438,47,1968,750,215,608,1136,106
628	527	608,1210,260,1286,955,750,586,1136,899,364
629	817	83,82,364,1246,1968,750,223,1200,610,5952
630	793	750,364,608,41,83,82,1968,1200,307,665
631	45	82,83,1619,364,5952,1200,2571,924,58559,1968
632	977	82,83,364,908,1619,1035,5952,58559,750,1200
633	938	82,83,364,74,908,28,337,58559,62,1619
634	569	1210,1286,260,3949,910,5952,1136,608,955,1196
635	769	665,750,83,82,307,154,924,1200,608,364
636	812	665,750,924,154,32,41,307,608,314,26
637	952	82,83,1619,364,750,5952,1200,1704,2571,802
638	216	2070,2333,2028,236,968,1028,364,592,1,82
639	759	140,307,282,1208,82,83,74,1438,1619,471
640	320	750,307,665,1200,924,154,82,83,608,1968
641	261	1041,32,41,154,665,199,314,29,253,26
642	946	471,802,1619,1438,307,1704,2692,1221,914,318
643	38	307,50,1438,750,471,154,953,372,608,1200
644	418	82,83,1246,364,588,1968,750,610,223,141
645	510	83,82,1619,364,307,924,1438,750,802,2571
646	181	307,1246,82,83,750,1200,1968,106,1438,223
647	82	171,2028,364,1265,2571,1028,236,101,1619,858
648	364	34,41,58,1041,171,307,28,2028,82,83
649	249	608,750,1200,2028,364,1968,1136,307,1246,955
650	703	83,82,364,1246,858,141,1619,2571,1968,5952
651	394	750,1136,364,608,910,1200,1968,82,83,955
652	945	74,1968,82,83,750,364,41,1246,1200,924
653	576	665,154,750,307,924,26,32,608,41,1200
654	167	83,82,364,750,1968,1653,1200,5952,1035,610
655	288	82,83,1438,307,471,1619,1246,1200,750,1968
656	80	83,82,364,1246,1968,750,1200,223,307,610
657	240	82,83,364,1968,1619,1200,106,307,750,5952
658	356	307,41,1041,106,246,50,34,154,1438,171
659	289	1619,471,802,2692,2571,1704,307,527,83,82
660	889	83,82,66,364,1968,1246,307,41,337,750
661	591	123,1200,750,1968,1438,471,83,82,372,307
662	73	74,337,82,83,471,1246,6,112,1968,41
663	763	1035,364,82,83,1653,150,5952,750,910,1619
664	25	74,82,83,364,2070,2333,924,1246,968,610
665	245	307,154,665,83,82,750,1968,608,1200,296
666	816	85,58,466,307,608,364,223,610,370,204
667	427	364,82,83,1246,171,1968,750,41,1200,2070
668	113	154,307,322,296,371,665,778,1017,224,1200
669	895	227,316,608,500,364,899,955,750,1028,1968
670	237	1257,1291,364,83,82,750,1968,41,372,307
671	645	74,41,1041,1246,34,21,1968,82,83,924
672	795	83,82,364,1246,223,750,1968,610,1200,899
673	160	199,1,2028,1041,41,30,1028,364,223,253
674	893	364,17,28,74,171,223,83,82,337,58559
675	24	471,307,802,1619,2571,1704,1221,2692,1438,5952
676	818	1101,3,370,364,369,82,83,610,750,1035
677	70	307,471,50,750,1438,372,83,82,953,1041
678	921	85,58,466,307,154,364,2028,223,296,608
679	408	83,82,364,1968,750,1200,1619,5952,1246,141
680	730	47,307,1438,1136,1200,154,750,372,665,50
681	121	106,1619,246,5952,162,2571,82,83,802,58559
682	62	82,83,307,471,1200,750,1438,1619,1704,1968
683	125	19,1246,592,2333,2070,968,82,83,364,74
684	396	1,2028,1028,171,236,199,1240,364,1073,41
685	480	74,171,1041,83,82,364,41,924,337,1246
686	351	307,83,82,750,471,1200,106,1438,364,1619
687	156	262,13,1246,34,1968,41,36,750,1200,924
688	143	2028,199,364,41,608,1,750,171,223,1028
689	697	364,82,83,2028,750,608,1968,223,899,1246
690	967	74,750,1968,82,83,665,924,364,1200,307
691	219	1619,802,2571,83,82,471,307,914,908,318
692	740	307,750,1200,1438,82,83,1968,106,608,471
693	411	2070,2333,968,83,82,364,899,74,750,924
694	482	83,82,750,364,1968,1200,41,307,924,608
695	95	236,1028,364,2028,1073,2070,2333,83,82,1
696	477	364,82,83,2028,750,608,223,1246,899,1968
697	968	83,82,364,1246,750,1968,141,223,1200,41
698	390	83,82,364,1035,1619,1653,150,5952,750,1200
699	651	345,588,337,82,83,750,912,471,307,924
700	741	364,83,82,750,1246,1968,41,2028,223,171
701	226	83,82,364,1246,750,1968,223,1200,141,588
702	29	665,83,82,610,147,1968,73,364,1246,588
703	789	154,471,307,1438,802,665,318,1221,6,858
704	464	1210,1286,260,5952,3949,910,1196,733,955,2762
705	526	345,6,337,112,106,16,246,94,74,272
706	528	4,83,82,1968,364,920,227,608,1257,585
707	558	83,82,1619,802,2571,1689,471,307,1438,914
708	710	750,1438,364,41,912,1136,1200,83,82,899
709	21	1619,83,82,471,802,2571,307,58559,1704,1438
710	653	364,2028,82,83,608,171,1028,199,750,1968
711	214	82,83,364,1619,141,750,5952,1704,1200,2571
712	550	307,750,1200,1438,1968,1136,608,83,82,47
713	323	41,1041,750,1438,364,903,1968,337,471,83
714	941	364,2028,1028,199,2333,2070,82,83,750,899
715	352	307,750,665,41,924,1968,364,1041,372,83
716	492	82,83,364,1619,1968,123,1035,1200,5952,908
717	335	5952,2571,471,733,802,608,1221,260,1210,1619
718	866	106,246,74,83,82,1968,307,1200,16,364
719	338	82,83,364,924,750,1968,1619,1200,307,610
720	798	750,83,82,364,1968,1200,307,608,665,924
721	911	41,199,1246,364,2028,223,608,750,1968,337
722	933	41,83,82,924,750,665,307,364,1200,141
723	714	74,29,924,83,82,41,1968,665,750,372
724	195	307,50,750,471,953,1438,372,83,82,1200
725	256	11,1653,364,150,1035,82,83,608,750,2028
726	98	2028,1028,364,236,171,1,199,83,82,858
727	678	50,750,1060,300,307,953,1200,154,475,372
728	490	106,246,62,34,1035,83,82,364,1619,208
729	345	307,106,246,154,750,1200,1438,608,29,50
730	595	83,82,1968,123,1200,110,364,750,1704,5952
731	287	262,446,1619,82,83,2959,356,364,6535,337
732	790	665,154,307,750,924,1200,82,83,778,608
733	752	1028,1,2028,199,171,1240,364,236,1073,608
734	767	924,665,750,41,83,82,74,307,1200,364
735	828	1101,364,83,82,370,3,610,369,750,1035
736	990	1619,5952,2571,82,83,802,471,307,750,608
737	863	83,82,74,364,2571,1619,908,1265,858,106
738	809	364,750,608,2028,1968,82,83,171,2070,2333
739	60	58559,82,83,1619,541,1968,364,1200,1131,5952
740	90	2028,1,199,1028,364,608,171,1240,223,30
741	371	83,82,1968,1246,364,750,1200,588,5952,610
742	32	750,83,82,307,1200,1246,1968,1438,364,610
743	622	1653,1035,150,364,82,83,1265,1246,1968,750
744	630	171,101,1041,7,41,337,364,199,14,74
745	621	750,41,924,82,83,665,307,1200,364,608
746	382	123,1136,520,1286,110,3949,1210,1196,750,910
747	75	364,2070,2333,2028,82,83,899,968,1028,171
748	786	83,82,364,1968,610,1246,1200,750,1619,58559
749	469	236,1028,171,1,199,2028,2333,2070,364,253
750	640	83,82,1246,364,1619,1438,858,2571,471,74
751	221	2028,364,608,1,199,1028,750,223,1968,899
752	662	1438,83,82,307,1619,471,1200,58559,1704,802
753	782	1285,2186,58559,1848,912,1968,1208,6535,82,83
754	203	750,608,1210,1286,912,910,1136,260,665,172
755	265	364,750,83,82,307,471,608,141,1200,223
756	835	199,1,2028,1028,608,171,41,236,2070,2333
757	457	307,106,246,154,1200,750,608,16,1438,47
758	141	82,83,364,1968,41,1246,1200,34,750,1619
759	151	589,665,924,32,314,76,750,80489,41,26
760	341	82,83,924,750,141,364,665,1438,41,372
761	712	262,13,34,82,83,1968,524,1246,41,1200
762	433	83,82,364,610,750,1246,141,5952,1968,2571
763	414	171,364,2028,101,41,236,199,83,82,1028
764	724	6,1246,337,1968,41,112,82,83,750,345
765	608	750,83,82,1968,665,1200,364,307,608,1246
766	859	83,82,364,106,750,246,1968,1200,307,223
767	899	154,665,32,750,1200,307,1968,314,47,215
768	751	307,372,471,83,82,50,750,364,39,69
769	801	74,106,246,1246,83,82,1968,16,364,2333
770	592	171,82,83,364,74,41,101,337,1619,858
771	943	408,1619,356,2959,82,83,170,1721,858,364
772	953	82,83,364,1968,750,74,1246,1200,1035,1653
773	334	665,750,924,41,307,154,83,82,1200,608
774	978	1438,750,307,471,50,1200,83,82,372,953
775	200	82,83,364,1246,750,1968,1200,5952,41,1619
776	680	41,1246,1041,1968,199,171,364,750,82,83
777	272	307,47,1438,1136,1200,1704,154,750,372,149
778	145	552,7153,48780,6535,74688,5349,72378,72630,59315,1270
779	515	1060,50,953,1089,307,58,178,306,898,471
780	735	1286,1210,260,1136,3949,608,5952,955,910,1196
781	376	82,83,307,1438,471,1200,1619,802,750,5952
782	488	82,83,750,364,41,1968,1200,1619,1438,903
783	940	74,364,83,82,41,1246,1968,337,750,1653
784	254	1968,500,480,154,665,74,1080,608,471,227
785	56	1619,82,83,5952,2571,2959,912,750,541,58559
786	487	1091,1702,231,1041,41,307,83,82,924,750
787	378	471,50,83,82,1438,307,750,802,1704,953
788	109	1968,1200,750,1246,106,364,82,83,41,246
789	639	1079,82,83,1246,1968,1200,610,337,541,1036
790	213	1041,41,750,924,1968,83,82,1438,364,74
791	534	1035,82,83,1097,1619,364,5952,6535,58559,2571
792	655	6535,1035,165,1619,1270,83,82,58559,1246,337
793	997	364,41,750,1968,171,199,1246,608,337,223
794	228	750,307,1200,1968,83,82,1246,1438,337,471
795	478	82,83,1619,1968,1200,750,1704,5952,364,307
796	303	4226,3948,5349,2340,3793,58559,6535,1619,2571,83
797	574	2805,82,83,1246,74,58559,1968,610,364,924
798	426	10,83,82,161,180,588,153,1246,1704,610
799	718	83,82,364,786,5952,1619,141,750,899,2571
800	749	750,364,608,41,82,83,1200,1968,307,899
801	170	318,914,802,2571,1221,1213,3578,1265,1619,471
802	702	364,83,82,1968,750,1200,1246,608,141,307
803	354	1968,82,83,364,1246,1200,750,608,5952,1619
804	807	364,750,82,83,608,1968,307,1200,41,223
805	708	1653,82,83,364,150,1035,1968,750,1200,5952
806	611	199,2028,364,2070,2333,171,41,1,968,899
807	612	29,74,665,924,750,307,41,372,83,82
808	783	307,1619,1438,802,1704,83,82,471,1200,750
809	304	1246,1968,750,364,223,307,83,82,1200,6
810	536	154,1286,608,665,1210,1136,750,260,910,296
811	668	83,82,1619,58559,750,1200,364,5952,541,1968
812	370	82,83,364,141,899,2028,588,750,2571,5952
813	753	110,1704,123,471,307,1968,1200,154,293,1438
814	913	1059,1127,1210,912,750,1246,364,1200,5952,1286
815	105	82,83,364,1968,750,1200,1619,141,5952,1246
816	865	83,82,364,307,1968,750,372,1257,41,1291
817	298	74,36,1968,750,41,924,82,83,364,1246
818	726	6,41,337,112,106,1246,1968,1041,345,246
819	837	171,101,7,1041,41,924,32,199,314,36
820	58	1101,364,83,82,370,610,3,369,750,105
821	188	2028,1028,364,83,82,608,110,1,1968,1704
822	11	82,83,307,471,1619,372,750,1200,1438,1968
823	421	1210,608,260,1286,955,3949,5952,750,1136,899
824	781	83,82,364,141,1246,924,750,1438,2571,610
825	872	83,82,364,2333,2070,1246,750,924,74,610
826	33	83,82,307,154,1968,665,1200,364,750,1619
827	204	1653,150,1035,364,83,82,11,349,223,1257
828	575	1968,750,955,1200,364,82,83,608,307,215
829	888	11,1653,364,150,750,608,223,307,1968,1200
830	110	307,750,82,83,471,364,1619,608,1438,802
831	150	82,83,1035,1653,364,150,1968,1246,1200,750
832	541	364,82,83,750,1246,1968,41,1200,141,223
833	83	750,1246,372,82,83,22,1968,788,364,924
834	413	1619,2571,802,82,83,2692,364,5952,914,356
835	825	1619,802,471,2571,2692,1704,83,82,307,914
836	508	74,364,82,83,1246,1968,2333,2070,223,2028
837	369	2028,1028,199,1,364,171,236,608,41,1073
838	260	1286,1210,260,910,3949,608,5952,955,1136,733
839	71	307,83,82,471,1619,750,5952,2571,802,608
840	106	83,82,1246,364,74,1968,41,223,750,1200
841	567	364,1246,82,83,1968,750,41,223,1200,337
842	68	750,83,82,364,1200,307,1968,471,1619,924
843	561	2028,106,246,364,171,16,1,223,608,1028
844	525	74,1246,1968,82,83,106,858,337,246,924
845	910	41,1041,364,83,82,924,750,307,253,372
846	116	123,83,82,1704,110,1619,750,5952,1200,1968
847	147	1246,82,83,364,74,1968,337,106,223,858
848	600	154,665,47,307,32,750,215,1200,1968,1438
849	14	307,471,154,83,82,1619,1438,1704,802,665
850	805	83,82,364,750,610,141,1246,5952,899,223
851	546	154,307,665,1968,1200,750,82,83,296,471
852	317	1388,446,1655,548,1801,207,262,1566,58559,1257
853	198	750,337,364,610,372,82,83,223,608,908
854	638	83,82,364,1246,1968,750,610,1200,5952,141
855	344	47,307,154,1136,1438,106,1200,246,750,149
856	424	364,750,608,82,83,1246,899,5952,1200,1968
857	975	1210,5952,1286,260,3949,608,750,910,955,1136
858	657	307,154,1968,1200,750,83,82,608,471,778
859	349	356,2959,1682,1619,1721,364,4973,170,262,82
860	971	82,83,236,104,74,924,364,610,2333,2070
861	342	750,82,83,471,307,1438,364,1200,41,1968
862	832	750,665,924,307,41,83,82,1968,1200,364
863	123	82,83,123,364,750,610,1200,5952,924,1246
864	373	28,1041,41,364,750,199,608,82,83,924
865	454	29,665,154,307,41,750,74,924,372,1041
866	965	154,665,307,1968,296,1017,778,83,82,1200
867	379	83,82,364,2333,2070,750,1246,610,223,106
868	270	82,83,236,74,104,364,1619,1246,123,2070
869	690	82,83,750,364,1619,5952,899,608,1200,2571
870	242	82,83,364,750,1200,1968,955,608,215,5952
871	284	1246,83,82,1968,41,364,337,74,750,1200
872	158	74,41,1246,83,82,1438,924,1041,364,858
873	199	19,2070,2333,968,74,82,83,924,13,236
874	522	802,471,307,1619,2571,1704,82,83,1221,914
875	902	750,372,82,83,471,924,74,364,307,665
876	135	154,307,665,1968,83,82,471,1200,750,296
877	248	1619,83,82,364,356,1035,2959,750,2571,337
878	499	1968,82,83,1704,1200,5952,471,110,1619,123
879	42	427,540,58559,83,82,6535,1619,1208,471,446
880	466	16,106,246,94,74,307,1968,1200,665,337
881	506	83,82,364,1619,610,5952,750,1035,2571,141
882	566	1101,364,82,83,370,3,369,610,750,105
883	337	750,82,83,307,1200,471,5952,608,364,372
884	119	83,82,1035,364,1653,150,750,1200,1968,1246
885	909	364,83,82,750,1619,1200,608,2028,5952,1968
886	201	74,82,83,364,924,1968,1246,41,1619,471
887	2	110,123,151,349,786,1968,1704,236,457,293
888	892	364,2028,608,199,750,82,83,223,899,1968
889	803	2028,171,199,364,41,236,1028,1,2070,2333
890	765	82,83,1246,364,1968,750,337,41,1200,223
891	778	180,10,82,83,588,1246,223,41,161,788
892	79	307,154,149,50,47,1438,953,750,665,1200
893	131	1653,1035,150,11,364,82,83,1968,750,610
894	962	83,82,364,610,1246,750,924,74,2070,2333
895	276	1968,82,83,1619,1200,364,74,471,5952,1246
896	149	83,82,610,1246,364,1200,58559,1968,750,1619
897	820	471,307,337,1438,112,106,82,83,1246,858
898	773	364,2028,750,608,199,370,223,1,3,58
899	365	7153,2571,48780,72630,72378,59315,33679,6535,5952,1270
900	999	74,25,2070,2333,236,968,1246,1968,36,1028
901	294	1041,41,912,1208,111,750,1438,337,903,215
902	905	83,82,364,1246,141,750,610,5952,2571,588
903	357	83,82,364,1246,41,1968,750,141,1200,74
904	529	307,750,83,82,471,608,1200,154,5952,665
905	722	364,82,83,1246,750,1968,2333,2070,74,924
906	573	307,471,1438,802,364,306,2028,1619,750,318
907	118	1041,41,236,199,1246,1028,13,74,28,592
908	281	1704,83,82,307,1619,293,802,471,110,50
909	571	1619,83,82,2571,802,5952,471,1704,364,750
910	124	74,83,82,364,924,750,1619,1968,610,372
911	30	1080,500,1968,480,608,227,337,1246,215,920
912	942	83,82,665,750,364,924,610,1619,899,608
913	985	83,82,22,364,2,788,446,924,750,610
914	99	215,41,1041,1438,1208,1968,924,1257,83,82
915	901	364,83,82,750,1968,141,1200,1246,41,307
916	302	1041,199,1,47,608,41,30,2028,18,171
917	652	82,83,178,2,1020,524,2571,1438,58559,1619
918	313	82,83,2333,2070,968,1246,74,610,364,924
919	184	2692,527,471,1175,1704,2571,1619,802,293,5952
920	815	924,750,83,82,74,364,2070,2333,968,610
921	700	83,82,364,307,1968,223,750,1246,471,1200
922	682	82,83,610,337,924,1200,1619,307,1968,1246
923	405	171,364,82,83,101,41,337,858,7,141
924	915	82,83,74,364,1246,750,924,41,1968,223
925	66	82,83,1246,372,610,1968,307,364,471,223
926	557	47,307,154,50,1136,1438,149,1200,750,953
927	282	1274,5072,5618,1246,1968,1081,307,82,83,610
928	802	74688,78316,74450,1208,74,58559,83,82,924,337
929	275	83,82,5952,750,364,3949,1619,2571,1210,541
930	605	83,82,1246,364,1968,34,41,74,1200,858
931	46	588,83,82,161,364,471,610,141,750,1704
932	186	750,364,608,1200,82,83,1968,307,223,1246
933	67	83,82,1257,750,364,307,1291,141,955,524
934	311	82,83,588,307,364,471,337,1438,1619,750
935	873	235,508,1208,912,82,83,1246,58559,1438,6535
936	894	16,106,94,246,154,74,307,471,665,1968
937	535	232,17,28,74,58559,908,82,83,171,230
938	681	750,608,910,1136,1210,955,1286,215,260,912
939	632	364,123,83,82,750,1246,74,2333,2070,1968
940	964	364,2028,1653,150,83,82,608,223,1035,1028
941	616	74,82,83,1246,364,2333,2070,924,750,13
942	628	82,83,364,1035,1968,1653,1246,1200,750,150
943	410	1200,1968,1136,750,307,82,83,1438,1704,1246
944	174	750,41,1438,1041,471,912,337,1200,903,608
945	215	37,38061,48774,96610,74228,82,83,1246,178,610
946	996	1619,82,83,802,471,2571,307,1438,1704,914
947	172	1619,83,82,356,2959,364,802,2571,1704,1270
948	562	802,1619,2571,318,914,471,1221,307,1213,1704
949	864	82,83,364,1246,337,750,6,1968,1200,610
950	716	83,82,106,364,246,1246,1968,223,337,858
951	551	171,199,32,608,1,154,253,2028,41,750
952	252	83,82,1968,750,1200,5952,364,608,541,1246
953	399	74,924,25,1968,1246,1041,82,83,41,364
954	420	471,83,82,307,1619,74,750,2571,802,337
955	851	41,1438,1968,471,364,1200,337,82,83,1619
956	153	1619,802,1265,318,914,2571,3578,83,82,908
957	144	314,750,924,665,41,215,83,82,1200,32
958	705	2028,364,608,750,199,307,223,141,471,82
959	785	364,2028,82,83,1028,236,171,41,1246,34
960	670	2028,1,1028,364,199,236,608,2333,2070,899
961	745	1246,661,1286,1210,5952,1968,82,83,58559,3949
962	927	83,82,364,1246,750,1968,223,610,1200,5952
963	949	1286,1210,910,260,3949,5952,1136,608,1196,2762
964	475	83,82,1619,2571,5952,471,802,1968,1200,364
965	947	6,345,112,337,41,1246,223,1968,750,364
966	18	83,82,1968,307,471,665,154,588,1619,141
967	74	10,161,180,588,83,82,23,345,1079,223
968	934	83,82,364,750,5952,1619,610,2571,141,1200
969	755	1968,1200,1246,750,123,83,82,307,293,1704
970	138	2333,2070,968,82,83,364,899,750,74,924
971	180	58559,48516,1619,83,82,541,1131,6535,2571,5952
972	932	1968,1200,82,83,750,608,912,910,5952,1208
973	483	1059,1127,1210,912,1246,1286,750,910,1200,337
974	643	19,1246,2333,2070,74,968,82,83,610,364
975	104	83,82,364,307,750,1619,1200,5952,1968,471
976	656	446,548,262,1388,82,83,58559,364,207,337
977	917	1968,1246,18,82,83,364,750,74,1200,307
978	468	83,82,750,471,1200,307,364,1438,1968,1246
979	841	39,595,202,364,57,58,307,339,223,253
980	991	1093,1208,616,924,74,82,83,830,337,58559
981	134	82,83,1968,364,1200,750,106,1246,307,5952
982	584	1619,82,83,364,356,2959,2571,802,750,5952
983	878	82,83,364,2959,356,1619,262,6535,4973,1257
984	521	924,41,750,1041,82,83,665,32,372,26
985	407	1101,3,370,369,1246,1210,608,1286,260,364
986	788	750,608,83,82,364,5952,1200,899,1968,955
987	701	750,665,924,307,82,83,41,1200,372,608
988	963	1041,41,903,111,1438,750,912,1208,215,471
989	617	83,82,1619,307,364,2571,1265,5952,802,750
990	393	1689,83,82,524,337,1619,58559,1208,2571,307
991	954	154,307,471,665,1221,802,296,318,914,1438
992	315	82,83,74,41,1246,364,1968,1200,750,924
993	36	171,2028,364,41,1028,236,1968,199,82,83
994	187	83,82,74,2333,2070,924,1246,750,364,968
995	208	154,307,665,471,750,1438,83,82,296,50
996	401	1060,178,50,953,471,802,1438,1221,1704,372
997	422	74,83,82,924,1968,1619,337,1246,364,1208
998	517	1201,48774,38061,96610,74228,1208,924,83,82,1136
999	89	171,101,82,83,364,2070,2333,337,610,858
